"GeneID","gene_name","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Ranbp9","Ranbp9",0.418533871551642,4.1549753572701,4.01556097185353,0.000291531933148998,0.00164490375288947,0.0310431386795846
"Mrpl34","Mrpl34",0.282109538797462,8.17260438867487,4.21158261262795,0.000164075523480038,0.0010050690685449,0.0305516529233794
"Tle3","Tle3",0.40070008142895,5.02528789200838,4.07818674691017,0.000242815976235624,0.00139905637515245,0.0282230794346692
"Csde1","Csde1",0.281057356743043,8.84200258721086,4.21750502432603,0.000161232822781754,0.000989711156700902,0.0282194063010941
"Stam2","Stam2",0.310870538045614,5.58406775344849,4.11853752116802,0.000215742334184986,0.00126859257456896,0.0247839383588957
"Fem1a","Fem1a",0.371649798950113,5.71463938656869,4.12641012519173,0.000210815544801137,0.00124422301028705,0.0176254462147156
"Rad51","Rad51",-1.11348402127011,2.21435521336671,-3.88676197074909,0.000423526983568766,0.00225633708302176,0.0141136761826903
"Ap3m1","Ap3m1",0.29911442301796,5.0320260667888,4.08086911101877,0.000240917576723822,0.00139193914412269,0.0136535338747112
"Bag1","Bag1",0.238619563059897,7.4094561937548,4.19396463897897,0.00017282547616619,0.00104994591545248,0.0111779648999857
"Ocel1","Ocel1",-0.408277804788702,5.07637168776622,-4.07966717081664,0.000241766430095887,0.00139483648007028,0.00978342326782045
"Meis2","Meis2",-0.268235709758833,5.83490066614974,-4.14784246834364,0.000197953882645626,0.00117952520578439,-0.000481970698317902
"Eif6","Eif6",0.239024602516451,6.9010828458424,4.15161720201991,0.000195769590089047,0.00117005553387567,-0.00177193185339419
"Kcnn4","Kcnn4",-1.11893723804363,1.81909530444848,-3.89350942313634,0.000415358761810305,0.00221938526804256,-0.0022955962087492
"Lman2","Lman2",0.237783049013921,7.92101836424428,4.18806568983242,0.000175856099952347,0.00106506687229866,-0.0177493205892549
"Pxmp4","Pxmp4",0.313071293641359,7.44914915002491,4.1867216135343,0.000176553875809707,0.00106874429286964,-0.0200951364768009
"Ddx3x","Ddx3x",0.232063964720963,8.60000165338079,4.19508783160419,0.000172254254869724,0.00104701478565328,-0.0251611801377338
"Trip13","Trip13",-1.09613422846168,2.73825000029184,-3.8710183998399,0.000443197826039638,0.00233952928483921,-0.0260082092936562
"Map4","Map4",-0.308375109873917,5.75585034112184,-4.10249535603559,0.000226132774443939,0.00131813790803598,-0.0278585245528227
"C2cd2l","C2cd2l",0.477010672950509,3.72599116996227,3.97169820548993,0.000331204392859239,0.0018259576761464,-0.0315243960900924
"Traf4","Traf4",0.554193143343218,5.39579951808416,4.08500005260434,0.000238022305528572,0.00137656233364024,-0.0318412955236118
"Mex3a","Mex3a",-0.634310522581604,3.06437827450887,-3.91908392734117,0.000385767990580362,0.00208297059627785,-0.0337336942924455
"Col5a1","Col5a1",-0.284702276504312,6.73878792582603,-4.16311446068602,0.000189260915612256,0.00113575802766704,-0.0364012272986818
"Ldhb","Ldhb",0.364832247746906,5.70175526521645,4.13893504720209,0.000203203242075754,0.00120714594663129,-0.0446224028808135
"Pias4","Pias4",0.415094593833595,4.98147678936349,4.05647611700802,0.000258728765518208,0.00148106840154479,-0.0476823976180727
"Nol4","Nol4",-1.4552481477033,0.510627981289285,-3.99491859808948,0.000309588299561596,0.00172777803132815,-0.0506415224533265
"Gm56945","Gm56945",0.825674091522196,1.16402784974467,3.86491372722249,0.000451061951572976,0.00237360789681444,-0.0546301392172523
"Sesn2","Sesn2",0.539445708888411,4.69151747462067,4.03978073404699,0.000271654124058363,0.00154754966472263,-0.0558689587079773
"Zbtb7b","Zbtb7b",0.296199928342562,5.89614624869673,4.12829827517664,0.000209650375701552,0.0012385854444301,-0.0560523615452579
"Sephs2","Sephs2",-0.346939625321919,4.53046935926799,-4.02333747236864,0.000284999633926026,0.0016126741875584,-0.0574382185791693
"Gm43703","Gm43703",-1.03693049327384,1.25111047679876,-3.85777544012738,0.000460429724446576,0.00241966587484219,-0.0682493431593354
"Kdm4a","Kdm4a",0.340128135413122,6.48114580843735,4.12970028121583,0.0002087892817753,0.00123535403529839,-0.0683599679295783
"Agrn","Agrn",-0.689292346236602,3.98092911142614,-3.93351860695285,0.00036998328938806,0.00201062314518671,-0.0714398679958759
"Nploc4","Nploc4",0.272714561303514,5.47449312643901,4.0807025091523,0.000241035062844775,0.00139193914412269,-0.0740146699389079
"Dtx3","Dtx3",-0.642683880441203,3.4830924801148,-3.94176503678316,0.000361249790244969,0.00197133442428776,-0.0780819477475365
